"PMID","journal","off_class","url","pub_year","confidence","ia_last_seen"
15556482,"Comput Biol Chem","a_database","http://pir.georgetown.edu/iprolink",2004,0.7041,"2015"
15557263,"Protein Sci","a_database","http://www.ghdb.uni-stuttgart.de",2004,1,"2008"
15562756,"Zhongguo Yi Xue Ke Xue Yuan Xue Bao","a_database","http://www.matrixscience.co.uk",2004,0.6189,"2016"
15564301,"Bioinformatics","a_database","http://www.bioinf.man.ac.uk/phosphabase",2005,1,"2015"
15564307,"Bioinformatics","a_database","http://www.phoenix.hydra.mki.co.jp/CabosDemo.html",2005,0.6575,"#N/A"
15565426,"Theor Appl Genet","a_database","http://www.genres.de/eccdb/vitis/",2004,1,"2016"
15570073,"J Clin Oncol","a_database","http://www.oncolink.org",2004,1,"2016"
15570101,"Methods Mol Biol","a_database","http://www.yhrd.org",2005,1,"2016"
15570469,"Plant Biol (Stuttg)","a_database","http://web.ahc.umn.edu/biodata/nsfpine/",2004,0.6967,"#N/A"
15572468,"Bioinformatics","a_database","http://www.flyreg.org/",2005,0.6835,"2016"
15579207,"BMC Genomics","a_database","http://cyrix.cgb.ki.se",2004,1,"2005"
15580551,"Hum Mutat","a_database","http://hae.biomembrane.hu",2005,1,"2007"
15581431,"BMC Bioinformatics","a_database","http://proline.bic.nus.edu.sg/dedb/index.html",2004,1,"2015"
15588328,"BMC Genomics","a_database","http://gold.tugraz.at",2004,1,"2014"
15591307,"J Appl Physiol (1985)","a_database","http://www.anim.med.kyoto-u.ac.jp/nbr",2005,1,"2016"
15591358,"Bioinformatics","a_database","http://www.primate.or.kr/HESAS",2005,1,"2015"
15592144,"Alzheimer Dis Assoc Disord","a_database","http://www.alz.washington.edu",2004,1,"2016"
15596457,"Ann Bot","a_database","http://www.kew.org/cval/homepage",2005,0.7738,"2011"
15599519,"Appl Microbiol Biotechnol","a_database","http://www.hboi.edu/dbmr/dbmr_hbmmd.html",2005,1,"2009"
15608156,"Nucleic Acids Res","a_database","http://rulai.cshl.edu/TRED",2005,0.7505,"2010"
15608157,"Nucleic Acids Res","a_database","http://www.human-siRNA-database.net",2005,1,"2016"
15608158,"Nucleic Acids Res","a_database","http://noncode.bioinfo.org.cn",2005,1,"2009"
15608159,"Nucleic Acids Res","a_database","http://polya.umdnj.edu/polyadb",2005,1,"2010"
15608161,"Nucleic Acids Res","a_database","http://research.imb.uq.edu.au/RNAdb",2005,1,"2016"
15608162,"Nucleic Acids Res","a_database","http://siRNA.cgb.ki.se",2005,1,"2016"
15608163,"Nucleic Acids Res","a_database","http://medlib.med.utah.edu/SSUmods",2005,1,"2006"
15608164,"Nucleic Acids Res","a_database","http://alpha.protres.ru/trnadbase",2005,0.6146,"#N/A"
15608164,"Nucleic Acids Res","a_database","http://www.tRNA.uni-bayreuth.de",2005,0.6146,"2016"
15608165,"Nucleic Acids Res","a_database","http://www.ba.itb.cnr.it/UTR/",2005,1,"2009"
15608166,"Nucleic Acids Res","a_database","http://www.cs.ualberta.ca/<|>bioinfo/PA/GOSUB",2005,1,"2016"
15608168,"Nucleic Acids Res","a_database","http://www.rostlab.org/db/NMPdb/",2005,1,"2013"
15608169,"Nucleic Acids Res","a_database","http://db.psort.org/",2005,1,"2016"
15608170,"Nucleic Acids Res","a_database","http://spd.cbi.pku.edu.cn",2005,1,"2016"
15608171,"Nucleic Acids Res","a_database","http://tpmd.nhri.org.tw/",2005,1,"2015"
15608172,"Nucleic Acids Res","a_database","http://motif.stanford.edu/eblocks/",2005,0.5568,"2007"
15608172,"Nucleic Acids Res","a_database","http://otl.stanford.edu/",2005,0.5568,"2016"
15608173,"Nucleic Acids Res","a_database","http://wwwmgs.bionet.nsc.ru/mgs/gnw/pdbsite/",2005,1,"2014"
15608174,"Nucleic Acids Res","a_database","http://ekhidna.biocenter.helsinki.fi:9801/sqgraph/pairsdb",2005,1,"#N/A"
15608176,"Nucleic Acids Res","a_database","http://FunShift.cgb.ki.se",2005,1,"2007"
15608178,"Nucleic Acids Res","a_database","http://precise.bu.edu/",2005,1,"2009"
15608181,"Nucleic Acids Res","a_database","http://compbio.mds.qmw.ac.uk/S4.html",2005,1,"2009"
15608183,"Nucleic Acids Res","a_database","http://systers.molgen.mpg.de",2005,1,"2015"
15608185,"Nucleic Acids Res","a_database","http://pdbbeta.rcsb.org",2005,1,"2016"
15608186,"Nucleic Acids Res","a_database","http://www.idrtech.com/PDB-Ligand/",2005,1,"2016"
15608188,"Nucleic Acids Res","a_database","http://www.biochem.ucl.ac.uk/bsm/cath/Gene3D/",2005,0.7073,"#N/A"
15608188,"Nucleic Acids Res","a_database","http://www.biochem.ucl.ac.uk/cgi-bin/cath/CathServer.pl",2005,0.7073,"#N/A"
15608190,"Nucleic Acids Res","a_database","http://www.ncbs.res.in/<|>faculty/mini/gendis/home.html",2005,1,"2006"
15608192,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/msd-srv/docs/sifts",2005,1,"2010"
15608192,"Nucleic Acids Res","a_database","http://www.efamily.org.uk/",2005,1,"2016"
15608193,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/thornton-srv/databases/pdbsum",2005,1,"2016"
15608195,"Nucleic Acids Res","a_database","http://www.enzim.hu/PDB_TM",2005,1,"2015"
15608196,"Nucleic Acids Res","a_database","http://pfd.med.monash.edu.au",2005,1,"2015"
15608197,"Nucleic Acids Res","a_database","http://panther.appliedbiosystems.com",2005,1,"2016"
15608198,"Nucleic Acids Res","a_database","http://bionlp.stanford.edu/abbreviation/",2005,1,"2008"
15608198,"Nucleic Acids Res","a_database","http://medstract.med.tufts.edu/acro1.1/index.htm",2005,1,"2008"
15608198,"Nucleic Acids Res","a_database","http://www.hpl.hp.com/research/idl/projects/abbrev.html",2005,1,"2014"
15608201,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/integr8",2005,0.6981,"#N/A"
15608203,"Nucleic Acids Res","a_database","http://www.partigenedb.org",2005,0.6675,"#N/A"
15608206,"Nucleic Acids Res","a_database","http://wishart.biology.ualberta.ca/BacMap/",2005,0.687,"2015"
15608207,"Nucleic Acids Res","a_database","http://igs-server.cnrs-mrs.fr/axenic/",2005,1,"2012"
15608208,"Nucleic Acids Res","a_database","http://www.mgc.ac.cn/VFs/",2005,1,"2016"
15608209,"Nucleic Acids Res","a_database","http://www.ecoli-york.org",2005,1,"2016"
15608211,"Nucleic Acids Res","a_database","http://www.pseudomonas.com",2005,1,"2016"
15608213,"Nucleic Acids Res","a_database","http://avesthagen.sznbowler.com",2005,1,"2016"
15608214,"Nucleic Acids Res","a_database","http://agd.unibas.ch/",2005,1,"2008"
15608216,"Nucleic Acids Res","a_database","http://www.candidagenome.org/",2005,1,"2016"
15608217,"Nucleic Acids Res","a_database","http://mips.gsf.de/genre/proj/yeast/",2005,1,"2016"
15608218,"Nucleic Acids Res","a_database","http://prophecy.lundberg.gu.se",2005,1,"#N/A"
15608220,"Nucleic Acids Res","a_database","http://www.yeastrc.org/pdr/",2005,0.4135,"2016"
15608223,"Nucleic Acids Res","a_database","http://flybase.org",2005,1,"2016"
15608224,"Nucleic Acids Res","a_database","http://oxytricha.princeton.edu/dimorphism/database.htm",2005,1,"2016"
15608225,"Nucleic Acids Res","a_database","http://silkworm.genomics.org.cn",2005,1,"2016"
15608226,"Nucleic Acids Res","a_database","http://www.cdfd.org.in/silksatdb",2005,1,"2015"
15608227,"Nucleic Acids Res","a_database","http://mbs.cbrc.jp/EzCatDB/",2005,1,"2014"
15608229,"Nucleic Acids Res","a_database","http://smid.blueprint.org",2005,0.6872,"2013"
15608231,"Nucleic Acids Res","a_database","http://www.reactome.org",2005,0.659,"2016"
15608232,"Nucleic Acids Res","a_database","http://string.embl.de/",2005,0.4109,"2016"
15608233,"Nucleic Acids Res","a_database","http://chicken.genomics.org.cn",2005,1,"2016"
15608234,"Nucleic Acids Res","a_database","http://warta.bio.psu.edu/DED/",2005,1,"2007"
15608239,"Nucleic Acids Res","a_database","http://www.bx.psu.edu/",2005,1,"2016"
15608241,"Nucleic Acids Res","a_database","http://inparanoid.cgb.ki.se/",2005,0.6565,"2015"
15608242,"Nucleic Acids Res","a_database","http://pbil.univ-lyon1.fr/polymorphix/query.php",2005,1,"2015"
15608244,"Nucleic Acids Res","a_database","http://ratmap.org",2005,1,"2016"
15608245,"Nucleic Acids Res","a_database","http://www.bioinfo.no/tools/TAED",2005,1,"2014"
15608246,"Nucleic Acids Res","a_database","http://l1das.molgen.mpg.de:8080/das",2005,0.5651,"#N/A"
15608246,"Nucleic Acids Res","a_database","http://l1base.molgen.mpg.de",2005,0.5651,"2016"
15608248,"Nucleic Acids Res","a_database","http://www.ncbi.nlm.nih.gov/RefSeq/",2005,1,"2016"
15608249,"Nucleic Acids Res","a_database","http://dgcst.ceinge.unina.it/",2005,1,"2016"
15608250,"Nucleic Acids Res","a_database","http://www.pdg.cnb.uam.es/UniPub/HCAD/",2005,0.6777,"2012"
15608252,"Nucleic Acids Res","a_database","http://combio.kribb.re.kr/ksnp/resd/",2005,1,"2011"
15608253,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/ipd/",2005,1,"2016"
15608254,"Nucleic Acids Res","a_database","http://snpeffect.vib.be/",2005,0.6892,"2016"
15608255,"Nucleic Acids Res","a_database","http://cged.hgc.jp",2005,1,"2014"
15608256,"Nucleic Acids Res","a_database","http://genomics.senescence.info",2005,1,"2016"
15608257,"Nucleic Acids Res","a_database","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene",2005,1,"#N/A"
15608258,"Nucleic Acids Res","a_database","http://T1DBase.org",2005,0.5894,"2016"
15608261,"Nucleic Acids Res","a_database","http://genecards.weizmann.ac.il/genetide/",2005,1,"2015"
15608264,"Nucleic Acids Res","a_database","http://pulm.bumc.bu.edu/siegeDB",2005,0.6504,"2008"
15608265,"Nucleic Acids Res","a_database","http://smd.stanford.edu/download/",2005,1,"2012"
15608265,"Nucleic Acids Res","a_database","http://smd.stanford.edu",2005,1,"2016"
15608270,"Nucleic Acids Res","a_database","http://organelledb.lsi.umich.edu",2005,1,"2016"
15608271,"Nucleic Acids Res","a_database","http://www.ampdb.bcs.uwa.edu.au/",2005,1,"2016"
15608273,"Nucleic Acids Res","a_database","http://www.barleybase.org",2005,1,"2016"
15608274,"Nucleic Acids Res","a_database","http://pgrc.ipk-gatersleben.de/cr-est/",2005,0.6574,"2016"
15608275,"Nucleic Acids Res","a_database","http://sputnik.btk.fi",2005,1,"2008"
15608276,"Nucleic Acids Res","a_database","http://markers.btk.fi",2005,1,"2012"
15608277,"Nucleic Acids Res","a_database","http://bioinf.scri.sari.ac.uk/cgi-bin/atnopdb/home",2005,1,"#N/A"
15608278,"Nucleic Acids Res","a_database","http://asrp.cgrb.oregonstate.edu",2005,1,"2016"
15608279,"Nucleic Acids Res","a_database","http://genoplante-info.infobiogen.fr/Genefarm/",2005,0.6704,"2006"
15608280,"Nucleic Acids Res","a_database","http://rarge.gsc.riken.jp/",2005,1,"2016"
15608281,"Nucleic Acids Res","a_database","http://rad.dna.affrc.go.jp/",2005,1,"2010"
15608284,"Nucleic Acids Res","a_database","http://www.sgn.cornell.edu/",2005,1,"2016"
15608285,"Nucleic Acids Res","a_database","http://srs6.bionet.nsc.ru/srs6/",2005,1,"#N/A"
15608286,"Nucleic Acids Res","a_database","http://www.dnaplot.com/das",2005,0.5524,"2005"
15608286,"Nucleic Acids Res","a_database","http://www.vbase2.org",2005,0.5524,"2016"
15608287,"Nucleic Acids Res","a_database","http://www.oracle.com/technology/software/index.html",2005,1,"2016"
15608290,"Nucleic Acids Res","a_database","http://SpliceInfo.mbc.NCTU.edu.tw/",2005,0.6746,"2016"
15608291,"Nucleic Acids Res","a_database","http://doop.abc.hu/",2005,1,"2016"
15608292,"Nucleic Acids Res","a_database","http://bio.chip.org/mapper",2005,1,"2013"
15608293,"Nucleic Acids Res","a_database","http://www.bioinfo.cu/Tractor_DB",2005,1,"2008"
15608293,"Nucleic Acids Res","a_database","http://www.cifn.unam.mx/Computational_Genomics/tractorDB",2005,1,"2006"
15608293,"Nucleic Acids Res","a_database","http://www.tractor.lncc.br/",2005,1,"#N/A"
15613389,"Bioinformatics","a_database","http://csbdb.mpimp-golm.mpg.de/gmd.html",2005,1,"2015"
15613390,"Bioinformatics","a_database","http://biomint.oefai.at/",2005,1,"2012"
15613399,"Bioinformatics","a_database","http://acrmwww.biochem.ucl.ac.uk/saap/",2005,0.6373,"2013"
15613399,"Bioinformatics","a_database","http://www.bioinf.org.uk/saap/",2005,0.6373,"2015"
15614759,"Proteins","a_database","http://consurf-hssp.tau.ac.il",2005,1,"2014"
15619328,"BMC Bioinformatics","a_database","http://bioinformatics.biol.uoa.gr/gpDB",2004,1,"2015"
15630294,"Biofactors","a_database","http://www.life-science.jp/fff/",2004,0.797,"2004"
15641408,"Behav Res Methods Instrum Comput","a_database","http://agingmind.cns.uiuc.edu/facedb/",2004,1,"2007"
15641440,"Behav Res Methods Instrum Comput","a_database","http://www.lexique.org",2004,1,"2016"
15641443,"Behav Res Methods Instrum Comput","a_database","http://www.psychonomics.org/archive/",2004,0.6435,"2012"
15641715,"IEEE Trans Pattern Anal Mach Intell","a_database","http://www.cs.columbia.edu/CAVE",2004,1,"2016"
15642094,"Genome Biol","a_database","http://HumanCyc.org/",2005,0.5883,"2016"
15643172,"J Urol","a_database","http://www.CaPCellLines.com",2005,0.6557,"2016"
15647304,"Bioinformatics","a_database","http://bioinformatics.musc.edu/agmlcentral",2005,1,"2007"
15656777,"Biol Cell","a_database","http://pkr.sdsc.edu/html/index.shtml",2005,0.6582,"2005"
15656970,"Gene","a_database","http://www.ncbi.nih.gov/geo/",2005,0.6676,"2013"
15657096,"Bioinformatics","a_database","http://salilab.org/pibase",2005,1,"2016"
15657096,"Bioinformatics","a_database","http://salilab.org/pibase/suppinfo.html",2005,1,"2008"
15657099,"Bioinformatics","a_database","http://ophid.utoronto.ca",2005,0.6153,"2015"
15657103,"Bioinformatics","a_database","http://immunax.dfci.harvard.edu/bioinformatics/epimhc/",2005,1,"2006"
15657933,"Proteins","a_database","http://roselab.jhu.edu/coil/",2005,1,"2012"
15661073,"BMC Neurosci","a_database","http://www.lgics.org/a7db/",2005,1,"2007"
15667143,"J Chem Inf Model","a_database","http://zinc.docking.org",2005,1,"2016"
15668994,"Proteomics","a_database","http://www.sw.nec.co.jp/bio/rd/hgldb/index.html",2005,1,"2008"
15669699,"SAR QSAR Environ Res","a_database","http://ecb.jrc.it",2004,0.5596,"2011"
15674962,"Cochrane Database Syst Rev","a_database","http://www.hboevidence.com",2005,0.6964,"2012"
15690105,"J Plant Res","a_database","http://ti.um.u-tokyo.ac.jp/default.htm",2005,0.6379,"2009"
15691861,"Bioinformatics","a_database","http://bioinf.charite.de/superdrug",2005,1,"2015"
15698474,"BMC Genomics","a_database","http://bioinfo.hku.hk/genochore.html",2005,0.7996,"2007"
15699026,"Bioinformatics","a_database","http://www.scbit.org/mpss/",2005,1,"2008"
15702954,"Appl Bioinformatics","a_database","http://hepatitis.ibcp.fr",2004,1,"2015"
15702957,"Appl Bioinformatics","a_database","http://public.kgi.edu/<|>jmainguy/applied-bioinformatics.htm",2004,1,"#N/A"
15703069,"BMC Bioinformatics","a_database","http://maine.ebi.ac.uk:8000/cgi-bin/clan/ClanSearch.pl",2005,0.6451,"#N/A"
15703478,"OMICS","a_database","http://supfam.mrc-lmb.cam.ac.uk/SUPERFAMILY/",2004,1,"2016"
15704222,"Yeast","a_database","http://YPL.uni-graz.at",2005,1,"2013"
15707834,"Plant Physiol Biochem","a_database","http://www.ppdb.tc.cornell.edu/",2004,1,"2016"
15712365,"Hum Mutat","a_database","http://albinismdb.med.umn.edu",2005,1,"2016"
15713730,"Bioinformatics","a_database","http://www.mammibase.lncc.br",2005,0.6563,"#N/A"
15719964,"Med Phys","a_database","http://rpc.mdanderson.org",2005,1,"2016"
15722376,"Bioinformatics","a_database","http://www.USherbrooke.ca/vers/MtbRegList",2005,1,"2013"
15723693,"BMC Bioinformatics","a_database","http://bioinformatics.ubc.ca/atlas/",2005,0.6736,"2012"
15727128,"Biotechniques","a_database","http://dir.nhlbi.nih.gov/labs/ldb-chd/autogene/",2005,0.6886,"2008"
15731206,"Bioinformatics","a_database","http://platcom.informatics.indiana.edu/platcom",2005,0.4324,"2010"
15731212,"Bioinformatics","a_database","http://datf.cbi.pku.edu.cn",2005,1,"2016"
15741591,"Acad Emerg Med","a_database","http://www.memscis.org",2005,1,"2014"
15746286,"Bioinformatics","a_database","http://kulibin.mit.edu/coc/",2005,1,"2011"
15746287,"Bioinformatics","a_database","http://bioinformatics.picr.man.ac.uk/adapt",2005,1,"2008"
15748086,"Pharmacoeconomics","a_database","http://www.euronheed.org",2005,1,"2009"
15749693,"Bioinformatics","a_database","http://psimap.org",2005,0.4581,"2014"
15749693,"Bioinformatics","a_database","http://psibase.kaist.ac.kr/",2005,0.4581,"2006"
15752070,"In Silico Biol","a_database","http://www.pathoplant.de",2004,1,"2016"
15752432,"BMC Bioinformatics","a_database","http://wfleabase.org/",2005,1,"2016"
15757512,"Retrovirology","a_database","http://bioafrica.mrc.ac.za/proteomics/index.html",2005,0.704,"2015"
15759641,"Pac Symp Biocomput","a_database","http://sfld.rbvi.ucsf.edu",2005,0.7041,"2016"
15769832,"Bioinformatics","a_database","http://mips.gsf.de/proj/bfab",2005,0.3944,"2015"
15770019,"J Med Microbiol","a_database","http://www.sanger.ac.uk/Projects/S_pneumoniae/CPS/",2005,0.4212,"2013"
15776445,"Hum Mutat","a_database","http://www.goldenhelix.org/hellenic",2005,1,"2007"
15786551,"World J Gastroenterol","a_database","http://www.bio-inf.net/HBVPathDB/HBV/",2005,1,"2005"
15801979,"BMC Bioinformatics","a_database","http://www.columba-db.de",2005,0.7476,"#N/A"
15802286,"Bioinformatics","a_database","http://www.cmp.uea.ac.uk/dyndom",2005,1,"2011"
15817696,"Bioinformatics","a_database","http://nodmutdb.vbi.vt.edu",2005,1,"2013"
15821139,"Eukaryot Cell","a_database","http://giscompute.gis.a-star.edu.sg/<|>gisljh/kinome",2005,0.6619,"2009"
15822098,"Proteins","a_database","http://www.ebi.ac.uk/msd/recoord",2005,1,"2014"
15822920,"J Proteome Res","a_database","http://theory.med.buffalo.edu/DOGMA",2005,1,"2006"
15824287,"Plant Physiol","a_database","http://oilseedproteomics.missouri.edu",2005,1,"2015"
15827082,"Bioinformatics","a_database","http://www.empress.har.mrc.ac.uk",2005,0.704,"2016"
15832306,"Hum Mutat","a_database","http://lbbma.univ-angers.fr/eOPA1/",2005,1,"2015"
15832311,"Hum Mutat","a_database","http://bioinf.uta.fi/KinMutBase/",2005,1,"2014"
15832313,"Hum Mutat","a_database","http://www.genoma.ib.usp.br/TCOF1_database",2005,0.6607,"2013"
15833142,"BMC Bioinformatics","a_database","http://helix.protein.osaka-u.ac.jp/htp/",2005,0.6623,"2005"
15840642,"Plant Cell Physiol","a_database","http://www.brc.riken.go.jp/lab/epd/Eng/",2005,1,"2013"
15850453,"Biol Cell","a_database","http://idefix.univ-rennes1.fr:8080/Prot/index.html",2005,0.5925,"2005"
15850481,"BMC Microbiol","a_database","http://www.microbialrosettastone.com/",2005,1,"2016"
15856347,"Funct Integr Genomics","a_database","http://genomics.iasma.it",2005,1,"#N/A"
15858276,"Acta Crystallogr D Biol Crystallogr","a_database","http://cluster.physics.iisc.ernet.in/cadb/",2005,1,"2013"
15869663,"New Phytol","a_database","http://unite.zbi.ee",2005,1,"2006"
15870541,"Blood Coagul Fibrinolysis","a_database","http://uwcmml1s.uwcm.ac.uk/uwcm/mg/search/119891.html",2005,1,"2006"
15870541,"Blood Coagul Fibrinolysis","a_database","http://ncbi.nlm.nih.gov/omim",2005,1,"#N/A"
15870541,"Blood Coagul Fibrinolysis","a_database","http://ncbi.nlm.nih.gov/pubmed",2005,1,"#N/A"
15888674,"Plant Physiol","a_database","http://rice.tigr.org",2005,1,"2015"
15888675,"Plant Physiol","a_database","http://arabidopsis.org/tools/aracyc/",2005,1,"2016"
15888676,"Plant Physiol","a_database","http://www.genome.ou.edu",2005,1,"2016"
15888677,"Plant Physiol","a_database","http://bioinfo.ucr.edu/projects/GCD",2005,1,"2011"
15888679,"Plant Physiol","a_database","http://www.expasy.org/sprot/ppap/",2005,1,"2016"
15899967,"Genome Res","a_database","http://komar.embl.de",2005,1,"2005"
15914470,"Pharmacol Rev","a_database","http://www.iuphar.org/nciuphar_arti.html",2005,1,"2012"
15914470,"Pharmacol Rev","a_database","http://www.iuphar-db.org/iuphar-rd",2005,1,"2014"
15914470,"Pharmacol Rev","a_database","http://www.iuphar-db.org/iuphar-rd/list/index.htm",2005,1,"2007"
15915378,"Dtsch Med Wochenschr","a_database","http://www.spaServer.ridom.de",2005,0.4186,"2016"
15916173,"Acta Cient Venez","a_database","http://lgula.ciens.ula.ve",2003,0.704,"2015"
15919728,"Bioinformatics","a_database","http://www.tm4.org",2005,1,"2016"
15921533,"BMC Genomics","a_database","http://www.imtech.res.in/raghava/bcipep",2005,1,"2016"
15931948,"J Agric Saf Health","a_database","http://www.cranhr.ca",2005,1,"2016"
15943484,"J Med Chem","a_database","http://www.pdbbind.org/",2005,1,"2016"
15944222,"Mol Biol Cell","a_database","http://www.membrome.org/",2005,0.41,"2006"
15945121,"J Gene Med","a_database","http://www.brc.riken.jp/lab/dna/en/",2005,1,"2012"
15945121,"J Gene Med","a_database","http://www.brc.riken.jp/lab/dna/rvd/",2005,1,"2015"
15946383,"BMC Genomics","a_database","http://hcgs.unh.edu/fpc/image.php",2005,0.6973,"2007"
15949044,"BMC Bioinformatics","a_database","http://satellog.bcgsc.ca",2005,1,"2012"
15952119,"Zhonghua Yi Xue Yi Chuan Xue Za Zhi","a_database","http://www.Qbio-gene.com/display",2005,0.6954,"#N/A"
15952715,"J Proteome Res","a_database","http://dbms104.csie.ncu.edu.tw/",2005,0.6513,"2006"
15955713,"Neuroimage","a_database","http://neuro2.med.uni-magdeburg.de/quantile_estimation",2005,1,"2014"
15960624,"Plant J","a_database","http://bbc.botany.utoronto.ca",2005,1,"2015"
15961479,"Bioinformatics","a_database","http://www.igb.uci.edu/servers/servers.html",2005,0.6132,"2010"
15969649,"OMICS","a_database","http://nugen.lcc.uece.br/LPGate",2005,1,"2008"
15971202,"Proteins","a_database","http://www.BindingMOAD.org",2005,1,"2016"
15972002,"In Silico Biol","a_database","http://prime.ontology.ims.u-tokyo.ac.jp:8081",2005,0.6527,"2010"
15972003,"In Silico Biol","a_database","http://sourceforge.net/projects/ondex/",2005,1,"2015"
15972006,"In Silico Biol","a_database","http://cytomer/bioinf.med.uni-goettingen.de",2005,1,"#N/A"
15977179,"Hum Mutat","a_database","http://qsnp.gen.kyushu-u.ac.jp/",2005,1,"2015"
15984933,"In Silico Biol","a_database","http://sege.ntu.edu.sg/wester/ashes/",2005,1,"2008"
15984937,"In Silico Biol","a_database","http://www.ihes.fr/<|>zinovyev/7clusters",2005,0.3966,"2016"
15995215,"J Bacteriol","a_database","http://dac.molbio.ku.dk/dbs/Sulfolobus",2005,1,"2007"
15995875,"Eur J Nucl Med Mol Imaging","a_database","http://www.ibfm.cnr.it/mcet/index.html",2005,0.5591,"2012"
15998622,"J Med Internet Res","a_database","http://www.cancer.org",2005,1,"2016"
15998622,"J Med Internet Res","a_database","http://www.breastcancer.org",2005,1,"2016"
15998622,"J Med Internet Res","a_database","http://www.cancer.gov",2005,1,"2016"
15998913,"Genome Res","a_database","http://mpss.licr.org",2005,1,"2008"
15998913,"Genome Res","a_database","http://sgb.lynxgen.com",2005,1,"#N/A"
16005087,"Mol Biochem Parasitol","a_database","http://carrier.gnf.org/publications/Gametocyte",2005,1,"#N/A"
16011803,"BMC Struct Biol","a_database","http://www.schematikon.org",2005,0.5625,"2011"
16020467,"Bioinformatics","a_database","http://protchem.hunnu.edu.cn/depd/",2005,0.7273,"#N/A"
16023793,"Gene","a_database","http://www.ncbi.nih.gov/projects/omes",2005,1,"#N/A"
16029486,"Mol Ecol","a_database","http://www.heliconius.org",2005,0.6001,"2016"
16030070,"Bioinformatics","a_database","http://harlequin.jax.org/atpacdb/",2005,1,"2013"
16030070,"Bioinformatics","a_database","http://harlequin.jax.org/pacdb/",2005,1,"2016"
16030070,"Bioinformatics","a_database","http://harlequin.jax.org/pacdb/supplemental.php",2005,1,"2008"
16041671,"Proteomics","a_database","http://www.ebi.ac.uk/pride",2005,0.5925,"2016"
16041672,"Proteomics","a_database","http://www.plasmaproteomedatabase.org",2005,1,"2016"
16044462,"Proteins","a_database","http://www-bio3d-igbmc.u-strasbg.fr/balibase",2005,0.6505,"2011"
16076559,"Med Eng Phys","a_database","http://www.emerald2.net",2005,0.5744,"2014"
16086308,"Hum Mutat","a_database","http://www.FactorXI.org",2005,0.5517,"2016"
16091411,"Bioinformatics","a_database","http://www.expasy.org/databases/prosite/",2005,1,"#N/A"
16091411,"Bioinformatics","a_database","http://www.expasy.org/tools/scanprosite",2005,1,"2016"
16093699,"Cytogenet Genome Res","a_database","http://www.girinst.org/Repbase_Update.html",2005,0.5674,"2015"
16104056,"Proteomics","a_database","http://www.bioinformatics.med.umich.edu/hupo/ppp",2005,0.6541,"#N/A"
16109149,"Health Info Libr J","a_database","http://www.otseeker.com",2005,1,"2016"
16122378,"BMC Bioinformatics","a_database","http://interpare.net",2005,1,"2014"
16126348,"Gene","a_database","http://sevens.cbrc.jp/",2005,0.6906,"2015"
16128617,"Appl Bioinformatics","a_database","http://genome.ukm.my/prolyses/",2005,0.7353,"2011"
16129506,"J Biotechnol","a_database","http://www.nrib.go.jp/ken/EST/db/index.html",2006,0.6607,"2011"
16133565,"Int J Legal Med","a_database","http://www.chrx-str.org",2006,0.6407,"2016"
16134140,"Hum Mutat","a_database","http://www.uni-leipzig.de/<|>genetik/TBX5",2005,1,"2012"
16134145,"Hum Mutat","a_database","http://projects.tcag.ca/lafora",2005,0.7385,"#N/A"
16144523,"Genomics Proteomics Bioinformatics","a_database","http://sdbi.sdut.edu.cn/en",2005,1,"2008"
16153293,"BMC Bioinformatics","a_database","http://egg.umh.es/micromar/",2005,0.4154,"2013"
16153885,"Int J Med Inform","a_database","http://www.landcglobal.com/",2006,1,"2012"
16153885,"Int J Med Inform","a_database","http://ontology.buffalo.edu/bfo",2006,1,"2015"
16157625,"Ann Oncol","a_database","http://www.azaleaweb.it",2005,0.5707,"2016"
16162280,"BMC Genomics","a_database","http://bibiserv.techfak.uni-bielefeld.de/xendb/",2005,1,"2015"
16167895,"Plant J","a_database","http://endosperm.info",2005,0.5616,"2014"
16167895,"Plant J","a_database","http://uniformmu.org",2005,0.5616,"2016"
16169922,"Genome Res","a_database","http://wolfe.gen.tcd.ie/ygob",2005,1,"2016"
16170624,"Chromosome Res","a_database","http://chromosome.med.niigata-u.ac.jp/chronis/servlet/chronisservlet",2005,1,"2008"
16174682,"Bioinformatics","a_database","http://cdb.ics.uci.edu",2005,0.6522,"2015"
16176584,"BMC Genomics","a_database","http://geneseer.cshl.org/",2005,0.4144,"#N/A"
16186404,"Diabetes","a_database","http://www.t1dgc.org",2005,0.7048,"2016"
16187343,"Proteins","a_database","http://predictioncenter.org/casp6/",2005,0.4134,"#N/A"
16188924,"Bioinformatics","a_database","http://www.bioinf.org.uk/pdbsws/",2005,1,"2016"
16188925,"Bioinformatics","a_database","http://www-mitchell.ch.cam.ac.uk/macie/",2005,0.5744,"2010"
16193946,"Cas Lek Cesk","a_database","http://www.treatobacco.net",2005,0.6535,"2016"
16197571,"Br J Nutr","a_database","http://a-yo5.ch.a.u-tokyo.ac.jp/index.phtml",2005,0.5795,"#N/A"
16202130,"BMC Bioinformatics","a_database","http://genomics10.bu.edu/GeneChords",2005,0.62,"2008"
