PMID,url,journal,pub_year,ia_last_seen
10366661,http://pbil.ibcp.fr/NPSA/npsa_server.html,Bioinformatics,1999,2010
10366662,http://genome.nhgri.nih.gov/webblast,Bioinformatics,1999,2009
10366663,http://pbil.univ-lyon1.fr/software/jadis.html,Bioinformatics,1999,2015
10366664,http://bibiserv.techfak.uni-bielefeld.de/reputer/,Bioinformatics,1999,2016
10370996,http://www.rockefeller.univ-lyon1.fr/Anato,Surg Radiol Anat,1999,#N/A
10371540,http://neurolist.mcg.edu,Neurology,1999,2011
10374746,http://www.camh.net/research/x-chromosome/,Am J Med Genet,1999,2003
10376668,http://www.pasteur.fr/Bio/TubercuList/,FEBS Lett,1999,2014
10377501,http://www.chu-rouen.fr/cismef,Sante,1999,2016
10380212,http://fraklin.burnham-inst.org,Pac Symp Biocomput,1999,#N/A
10380212,http://franklin.burnham-inst.org/rcsb,Pac Symp Biocomput,1999,2001
10382667,http://cbcg.lbl.gov/,Proteins,1999,2007
10382966,http://www.mild.nite.go.jp,DNA Res,1999,2002
10383469,http://www.ibc.wustl.edu/pub/zuker/zuker.tar.Z,Bioinformatics,1999,#N/A
10383471,http://fps.sdsc.edu,Bioinformatics,1999,2016
10383475,http://img.cs.man.ac.uk/tambis,Bioinformatics,1999,2013
10383476,http://www.oxmol.co.uk/biolib,Bioinformatics,1999,2015
10383477,http://www.biochem.ucl.ac.uk/cgi-bin/wright/printsBLAST.cgi,Bioinformatics,1999,#N/A
10384044,http://www.rzpd.de,Mamm Genome,1999,2016
10384045,http://skyway.usask.ca/,Mamm Genome,1999,2006
10384473,http://www.meb.uni-bonn.de/,Stud Health Technol Inform,1998,2016
10384476,http://imgt.cnusc.fr,Stud Health Technol Inform,1998,2002
10384564,http://ch.nus.sg/fammed,Stud Health Technol Inform,1998,#N/A
10384570,http://www.derma.med.uni-erlangen.de,Stud Health Technol Inform,1998,#N/A
10384632,http://cybernet5.snu.ac.kr/-cyber/mrivrml.html,Stud Health Technol Inform,1998,#N/A
10388496,http://www.nacb.org,Clin Chem,1999,2016
10388834,http://www.stat.sinica.edu.tw/chkao/,Genetics,1999,2015
10390524,http://www.genetique.uvsq.fr/afc.html,Nucleic Acids Res,1999,#N/A
10391214,http://genome-www.stanford.edu/Arabidopsis/agi.html,Nat Genet,1999,2007
10391215,http://genome-www.stanford.edu/Arabidopsis/maps.html,Nat Genet,1999,2006
10400928,http://curatools.curagen.com/ratmap,Genome Res,1999,2004
10400928,http://goliath.ifrc.mcw.edu/LGR/index.html,Genome Res,1999,2000
10400928,http://ratmap.gen.gu.se,Genome Res,1999,2016
10400928,http://www.ebi.ac.uk/RHdb/index.html,Genome Res,1999,#N/A
10400928,http://www.nih.gov/niams/scientific/ratgbase,Genome Res,1999,2006
10404622,http://genome.genetique.uvsq.fr/Pyramids,Comput Chem,1999,2002
10404622,http://www.gene-it.com,Comput Chem,1999,2016
10407783,http://www.uwcm.ac.uk/uwcm/mg/hgmd0.html,J Inherit Metab Dis,1999,2013
10407783,http://www.ncbi.nlm.nih.gov/Omim.html,J Inherit Metab Dis,1999,#N/A
10407783,http://www2.ebi.ac.uk/mutations/,J Inherit Metab Dis,1999,2015
10407783,http://www.mcgill.ca/,J Inherit Metab Dis,1999,2016
10409428,http://hembase.niddk.nih.gov,Genomics,1999,2015
10413822,http://sos.inf.ethz.ch,Schweiz Med Wochenschr,1999,2004
10415257,http://www.univie.ac.at/radio/radio.html,Eur Radiol,1999,2005
10418155,http://www.fiu.edu/-stoddard/electricfish.html,J Comp Physiol A,1999,#N/A
10421524,http://motif.stanford.edu/ematrix,J Comput Biol,1999,2007
10421768,http://potency.berkeley.edu,Environ Health Perspect,1999,2016
10423149,http://www.androclus.vet.uu.nl/spotter/spotter.htm,J Gen Virol,1999,2006
10427967,http://www.med.uni-muenchen.de/biochemie/zachau/kappa.htm,Eur J Immunol,1999,2007
10429499,http://www.dog.org,Ophthalmologe,1999,2016
10432775,http://www.mhiz.unizh.ch/Paracelsus.html,Gesnerus,1999,2012
10435272,http://cemu10.fmv.ulg.ac.be/OSTC,Analyst,1998,2014
10438601,http://web.wi.mit.edu/kim,J Mol Biol,1999,2012
10444337,http://www.infobiogen.fr/,Mol Genet Metab,1999,2013
10445780,http://www.asra.com,Reg Anesth Pain Med,1999,2016
10446552,http://www.nln.org,Nurs Health Care Perspect,1998,2016
10447253,http://www.iarc.fr/p53/homepage,Hum Mutat,1999,#N/A
10448692,http://mapping.rad.usf.edu,Surg Oncol Clin N Am,1999,#N/A
10451782,http://www.fda.gov,Clin Pharmacokinet,1999,2016
10461208,http://www.jax.org/tbase/,Trends Genet,1999,2002
10461791,http://www.psicologia.net,Technol Health Care,1999,2016
10468152,http://moon.ouhsc.edu/jgeorge,Curr Opin Hematol,1999,2015
10469822,http://o2.db.uoa.gr/PRED-TMR2,Protein Eng,1999,2004
10487825,http://www.amjpathol.org,Am J Pathol,1999,#N/A
10487825,http://www.helsinki.fi/,Am J Pathol,1999,2016
10487860,http://www.bork.embl-heidelberg.de/CELL_LOC/CELL_LOC.html,Bioinformatics,1999,#N/A
10487861,http://www.ncbi.nlm.nih.gov/Entrez/Genome/org.html,Bioinformatics,1999,#N/A
10487862,http://impact.nihs.go.jp/RDB.html,Bioinformatics,1999,2005
10487866,http://wwwmgs.bionet.nsc.ru/Programs/bDNA/NA_bDNA.htm/,Bioinformatics,1999,#N/A
10487866,http://wwwmgs.bionet.nsc.ru/system/BDNAvideo/,Bioinformatics,1999,#N/A
10487866,http://wwwmgs.bionet.nsc.ru/mgs/links/mirrors.html,Bioinformatics,1999,2014
10487868,http://cgsigma.cshl.org/jian,Bioinformatics,1999,2008
10487869,http://www.itba.mi.cnr.it/tradat,Bioinformatics,1999,2005
10487870,http://www.hgc.ims.u-tokyo.ac.jp/service/tooldoc/TFBIND,Bioinformatics,1999,2005
10487871,http://www.cbil.upenn.edu/mgs/systems/consfreq/,Bioinformatics,1999,#N/A
10487871,http://wwwmgs.bionet.nsc.ru/Dbases/MATRIX/,Bioinformatics,1999,#N/A
10487872,http://www.cbil.upenn.edu/mgs/systems/regscan/,Bioinformatics,1999,#N/A
10487872,http://www.mgs.bionet.nsc.ru/Systems/RegScan,Bioinformatics,1999,#N/A
10487873,http://wwwmgs.bionet.nsc.ru/systems/BDNAVideo/,Bioinformatics,1999,#N/A
10487875,http://wwwmgs.bionet.nsc.ru/systems/Activity/,Bioinformatics,1999,2006
10487875,http://www.cbil.upenn.edu/mgs/systems/activity/,Bioinformatics,1999,#N/A
10487876,http://wwwmgs.bionet.nsc.ru/programs/acts2/ma_mRNA.htm,Bioinformatics,1999,1999
10487876,http://wwwmgs.bionet.nsc.ru/programs/acts2/mo_mRNA.htm,Bioinformatics,1999,1999
10487876,http://wwwmgs.bionet.nsc.ru/systems/LeaderRNA/,Bioinformatics,1999,2005
10487876,http://wwwmgs.bionet.nsc.ru/programs/acts2/di_mRNA.htm,Bioinformatics,1999,#N/A
10491781,http://www.occuphealth.fi/tt/bio/guide346,Int Arch Occup Environ Health,1999,#N/A
10493121,http://www.kazusa.or.jp/tech/sazuka/cyano/proteome.html,Electrophoresis,1999,2001
10493132,http://www.ibgc.u-bordeaux2.fr/YPM,Electrophoresis,1999,2015
10495812,http://www.olemiss.edu/PsychExps,Behav Res Methods Instrum Comput,1999,2012
10495813,http://www.moddrc.com,Behav Res Methods Instrum Comput,1999,2016
10495841,http://cogito.hamilton.edu/tutorial/,Behav Res Methods Instrum Comput,1999,2007
10497036,http://www.embl-heidelberg.de/beisenha/gpi/gpi_p,J Mol Biol,1999,#N/A
10498773,http://mako.cgl.ucsf.edu/babbittlab/,Bioinformatics,1999,2003
10498774,http://www.bioinf.mdc-berlin.de/unter2.html,Bioinformatics,1999,2001
10498775,http://websites.ntl.com/,Bioinformatics,1999,2008
10498778,http://molbio.nmsu.edu:81,Bioinformatics,1999,2003
10498779,http://www.dkfz-heidelberg.de/spec/,Bioinformatics,1999,#N/A
10498779,http://www.dkfz-heidelberg.de/spec/sweet2/doc/input/sba_example.html,Bioinformatics,1999,#N/A
10498780,http://www.cbs.dtu.dk/services/MatrixPlot,Bioinformatics,1999,2015
10498782,http://geta.life.uiuc.edu/,Bioinformatics,1999,2006
10498782,http://www.ebi.ac.uk/research/cgg/genomes.html,Bioinformatics,1999,#N/A
10501839,http://tagc.univ-mrs.fr/pub/vanin/,Immunogenetics,1999,2006
10502774,http://www.d-lohmann.de/Rb/mutations.html,Hum Mutat,1999,2014
10502780,http://www.angis.org.au/Databases/Heart,Hum Mutat,1999,2007
10509443,http://infoshare.library.pitt.edu/webspirs/webspirs.htm,Vet Hum Toxicol,1999,2000
10509443,http://www.guaraldi.cs.colostate.edu:20,Vet Hum Toxicol,1999,#N/A
10518486,http://www.biologists.com/Development/movies/dev8623.html,Development,1999,#N/A
10518486,http://www.neuro.uoregon.edu/doelab/lineages/,Development,1999,2014
10520596,http://www.vri.cz/wwwrflptext.htm,J Microbiol Methods,1999,#N/A
10521537,http://www.cbs.dtu.dk/services/DictyOGlyc/,Glycobiology,1999,2016
10523527,http://genomics.med.upenn.edu/genmapdb,Genome Res,1999,2008
10526348,http://www.sanger.ac.uk/,Proteins,1999,2016
10526349,http://PredictionCenter.llnl.gov,Proteins,1999,2016
10526352,http://www-cryst.bioc.cam.ac.uk/,Proteins,1999,2016
10526355,http://PredictionCenter.llnl.gov/casp3/,Proteins,1999,2005
10526366,http://www.bioinformatics.danforthcenter.org/CASP3,Proteins,1999,#N/A
10533061,http://www.dmd.nl,Hum Mutat,1999,2016
10533354,http://www.ahp.com/products/neumega.htm,J Am Pharm Assoc (Wash),1999,2000
10540258,http://simon.bio.uva.nl/object-image.html,J Microsc,1999,2014
10541480,http://www.dsmz.de,Cell Mol Biol (Noisy-le-grand),1999,2016
10544647,http://www.hpsp.state.mn.us,Minn Med,1999,2016
10544812,http://wwwmgs.bionet.nsc.ru/systems/MGL/Gen,Biofizika,1999,#N/A
10547299,http://www.bmm.icnet,J Mol Biol,1999,#N/A
10547833,http://www.biotools.com,Methods Mol Biol,2000,2016
10548895,http://www.ebm.lib.ulg.ac.be/index.htm,Rev Med Liege,1999,2003
10549132,http://www.infobiosud.univ-montp1.fr/rescue,J Biomol NMR,1999,2012
10554005,http://www.ncbi.nlm.nih.gov/SAGE,Cancer Res,1999,#N/A
10558550,http://www.hrsa.dhhs.gov/,Fed Regist,1999,2008
10558574,http://www.hcfa.gov,Fed Regist,1999,2011
10565287,http://www.expasy.ch/tools/peptident.html,Anal Chem,1999,2007
10574452,http://www.kazusa.or.jp/cyano/cyano.html,DNA Res,1999,2015
10574703,http://www.healthsci.tufts.edu/LABS/IMArias/Sai_F9.html,J Cell Sci,1999,#N/A
10588897,http://bioinfo.weizmann.ac.il/kPROT,J Mol Biol,1999,#N/A
10590156,http://www.plantcell.org/cgi/content/full/11/12/2263/DC1,Plant Cell,1999,2008
10592167,http://www.oup.co.uk/nar/Volume_28/Issue_01/html/gkd115_gml.html,Nucleic Acids Res,2000,2011
10592169,http://www.ncbi.nlm.nih,Nucleic Acids Res,2000,2013
10592171,http://www.ebi.ac.uk/embl/index.html,Nucleic Acids Res,2000,2016
10592174,http://www.ncgr.org,Nucleic Acids Res,2000,2016
10592177,http://pir.georgetown.edu,Nucleic Acids Res,2000,2016
10592178,http://www.ebi.ac.uk/swissprot/,Nucleic Acids Res,2000,#N/A
10592181,http://bmb.med.miami.edu/EcoGene/EcoWeb,Nucleic Acids Res,2000,2011
10592183,http://pbil.univ-lyon1.fr/emglib.html,Nucleic Acids Res,2000,#N/A
10592184,http://www.kazusa.or.jp:8080/cyano/,Nucleic Acids Res,2000,#N/A
10592185,http://www.proteome.com/databases/index.html,Nucleic Acids Res,2000,2014
10592187,http://ycmi.med.yale.edu/ygac/triples.htm,Nucleic Acids Res,2000,2000
10592188,http://www.embl-heidelberg.de/ExternalInfo/seraphin/yidb.html,Nucleic Acids Res,2000,2013
10592189,http://www.ncgr.org/pgi,Nucleic Acids Res,2000,2001
10592190,http://www.cse.ucsc.edu/,Nucleic Acids Res,2000,2016
10592191,http://zmdb.iastate.edu,Nucleic Acids Res,2000,2005
10592192,http://www.dna.affrc.go.jp:82/giot/INE,Nucleic Acids Res,2000,#N/A
10592192,http://www.staff.or.jp/giot/INE.html,Nucleic Acids Res,2000,2016
10592193,http://baggage.stanford.edu/group/arabprotein/,Nucleic Acids Res,2000,2003
10592194,http://synteny.nott.ac.uk/,Nucleic Acids Res,2000,2001
10592197,http://www.informatics.jax.org/menus/expression_menu.shtm,Nucleic Acids Res,2000,#N/A
10592199,http://wit.mcs.anl.gov/WIT2/,Nucleic Acids Res,2000,2008
10592200,http://www.ncbi.nlm.nih.gov/LocusLink/,Nucleic Acids Res,2000,#N/A
10592201,http://www.tigr.org/tdb/humgen/bac_end_search/bac_end_intro.html,Nucleic Acids Res,2000,2009
10592202,http://www.genome.ad.jp/magest/,Nucleic Acids Res,2000,2012
10592203,http://bodymap.ims.u-tokyo.ac.jp,Nucleic Acids Res,2000,2011
10592204,http://www.dkfz-heidelberg.de/abt0135/axeldb.htm,Nucleic Acids Res,2000,#N/A
10592205,http://www.tigr.org/tdb/tdb.html,Nucleic Acids Res,2000,2016
10592207,http://www3.ebi.ac.uk/Research/Mitbase/mitbase.pl,Nucleic Acids Res,2000,2007
10592208,http://bio-www.ba.cnr.it:8000/srs6/,Nucleic Acids Res,2000,2001
10592209,http://www.mips.biochem.mpg.de/proj/medgen/mitop/,Nucleic Acids Res,2000,2004
10592212,http://rose.man/poznan.pl/5SData/index.html,Nucleic Acids Res,2000,#N/A
10592213,http://www.indiana.edu/tmrna,Nucleic Acids Res,2000,2015
10592214,http://www.ag.auburn.edu/mirror/tmRDB/,Nucleic Acids Res,2000,2015
10592215,http://www.medkem.gu.se/dbs/SRPDB/SRPDB.html,Nucleic Acids Res,2000,2000
10592216,http://rdp.cme.msu.edu/,Nucleic Acids Res,2000,2016
10592218,http://rrna.uia.ac.be/lsu/,Nucleic Acids Res,2000,2005
10592220,http://nutmeg.bio.indiana.edu/intron/index.html,Nucleic Acids Res,2000,2000
10592221,http://mcb.harvard.edu/gilbert/EID,Nucleic Acids Res,2000,2016
10592222,http://intron.bic.nus.edu.sg/exint/exint.html,Nucleic Acids Res,2000,2004
10592223,http://bigarea.area.ba.cnr.it:8000/EmbIT/UTRHome/,Nucleic Acids Res,2000,2001
10592225,http://wwwbio.Leiden Univ.nl/<|>Batenburg/PKB.html ,Nucleic Acids Res,2000,#N/A
10592226,http://wwwmgs.bionet.nsc.ru/mgs/systems/selex/,Nucleic Acids Res,2000,2015
10592227,http://pir.georgetown.edu/pirwww/dbinfo/resid.html,Nucleic Acids Res,2000,2005
10592229,http://immuno.bme.nwu.edu,Nucleic Acids Res,2000,2002
10592230,http://imgt.cines.fr:8104/textes/IMGTindex.html,Nucleic Acids Res,2000,2001
10592231,http://sdmc.krdl.org.sg:8080/fimm,Nucleic Acids Res,2000,2003
10592232,http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/,Nucleic Acids Res,2000,2016
10592234,http://SMART.embl-heidelberg.de,Nucleic Acids Res,2000,2016
10592235,http://www.rcsb.org/pdb/,Nucleic Acids Res,2000,2016
10592236,http://www.ncbi.nlm.nih.gov/Entrez/structure.html,Nucleic Acids Res,2000,#N/A
10592238,http://guitar.rockefeller.edu/modbase/,Nucleic Acids Res,2000,2003
10592239,http://astral.stanford.edu/,Nucleic Acids Res,2000,2006
10592241,http://www.icgeb.trieste.it/sbase/and,Nucleic Acids Res,2000,#N/A
10592244,http://www.dkfz-heidelberg.de/tbi/services/cluster/systersform,Nucleic Acids Res,2000,#N/A
10592245,http://pir.georgetown.edu/gfserver/proclass.html,Nucleic Acids Res,2000,2006
10592249,http://dip.doe-mbi.ucla.edu,Nucleic Acids Res,2000,#N/A
10592250,http://www.kazusa.or.jp/codon/,Nucleic Acids Res,2000,2016
10592251,http://biochem.otago.ac.nz/Transterm/,Nucleic Acids Res,2000,2004
10592253,http://wwwmgs.bionet.nsc.ru/mgs/dbases/trrd4/,Nucleic Acids Res,2000,2015
10592255,http://www.expasy.ch/enzyme/,Nucleic Acids Res,2000,2016
10592256,http://rebase.neb.com,Nucleic Acids Res,2000,#N/A
10592258,http://compel.bionet.nsc.ru/,Nucleic Acids Res,2000,2008
10592258,http://compel.bionet.nsc.ru/FunSite.html,Nucleic Acids Res,2000,2008
10592265,http://www.columbia.edu/ej67/dbhome.htm,Nucleic Acids Res,2000,#N/A
10592266,http://wit.mcs.anl.gov/WIT2/Sentra/,Nucleic Acids Res,2000,2008
10592267,http://www.mssm.edu/molbio/hoxpro,Nucleic Acids Res,2000,2001
10592267,http://www.iephb.nw.ru/hoxpro,Nucleic Acids Res,2000,2008
10592268,http://ycmi.med.yale.edu/senselab/ordb/,Nucleic Acids Res,2000,2003
10592272,http://www.ncbi.nlm.nih.gov/SNP,Nucleic Acids Res,2000,#N/A
10592273,http://hgbase.cgr.ki.se,Nucleic Acids Res,2000,2005
10592274,http://info.med.yale.edu/genetics/kkidd,Nucleic Acids Res,2000,2015
10592276,http://www.uta.fi/imt/bioinfo/KinMutBase/,Nucleic Acids Res,2000,2014
10592278,http://www.genome.ad.jp/aaindex/,Nucleic Acids Res,2000,2016
10592279,http://prion.bchs.uh.edu/,Nucleic Acids Res,2000,2016
10592280,http://www.labmed.umn.edu/umbbd/,Nucleic Acids Res,2000,2008
10596373,http://www.lecb.ncifcrf.gov/2dwgDB/,Mol Biotechnol,1999,2013
10596373,http://www.lecb.ncifcrf.gov/flicker/,Mol Biotechnol,1999,2013
10600016,http://www.bmdw.org/wmda,Hum Immunol,1999,2001
10600390,http://www.cbs.dtu.dk/services/NetPhos/or,J Mol Biol,1999,#N/A
10600553,http://www.idealibrary.com,J Struct Biol,1999,2016
10606123,http://www.CardiovascularEd,Am J Cardiol,1999,#N/A
10606632,http://www.jci.org,J Clin Invest,1999,2016
10609239,http://www.onjoph.com/global/livewrk1/Default.htm,Klin Monbl Augenheilkd,1999,2008
10612276,http://www.expasy.ch/cgibin/map2/def?DLD1_HUMAN,Electrophoresis,1999,#N/A
10612286,http://users.unimi.it/-ratserum/homeframed.html,Electrophoresis,1999,2014
10612288,http://www.mpiib-berlin.mpg.de/2D-PAGE,Electrophoresis,1999,2015
10612825,http://ncbi.nlm.nih.gov/SNP/,Hum Mutat,2000,#N/A
10613422,http://www.stanford.edu/dept/sportsmed/,Med Sci Sports Exerc,1999,2005
10614249,http://www.vollman.com,Crit Care Nurse,1999,2016
10617279,http://www2.crosswinds.net/-crosswindswatson/index.html,Diagn Mol Pathol,1999,#N/A
10618165,http://www.uni-marburg.de/mpi/movies/mitochondria/mitochondria.html,Cell Motil Cytoskeleton,2000,2006
10619605,http://www.fruitfly.org,DNA Cell Biol,1999,2016
10622121,http://www.pasteur.fr/Biol/TubercuList/,Bull Acad Natl Med,1999,#N/A
10624521,http://cl.sdsc.edu/,Biofizika,1999,2016
10624522,http://wwwmgs.bionet.nsc.ru/,Biofizika,1999,2016
10624523,http://wwwmgs.bionet.nsc.ru/systems/GeneExpress/,Biofizika,1999,2006
10627137,http://www.le.ac.uk/genetics/collagen,Hum Mutat,1998,2016
10627259,http://www.annals.org,Ann Intern Med,2000,2016
10628457,http://www.macnet.or.jp/jsrt2/cdrom_nodules.html,AJR Am J Roentgenol,2000,#N/A
10628965,http://www.unisi.it/ricerca/dip/bio_evol/sitomlikely/mlikely.html,Genetics,2000,2006
10630471,http://www.neurop.ruhr-uni-bochum.de/Real-Time-Stereo,Int J Neural Syst,1999,2007
10632443,http://www2.cdc.gov/mmwr/,MMWR Recomm Rep,1999,2016
10636542,http://www.swsahs.nsw.gov.au/livtrauma,Eur J Surg,1999,2009
10637506,http://mbcr.bcm.tmc.edu/ermb/bcgd/bcgd.html,Oncogene,1999,2004
10638468,http://epen.kumc.edu,JPEN J Parenter Enteral Nutr,2000,2014
10641039,http://www.ucmb.ulb.ac.be/bioinformatics/rsa-tools/,Yeast,2000,2003
10641039,http://copan.cifn.unam.mx/Computational_Biology/yeast-tools,Yeast,2000,2002
10645108,http://www.york.ac.uk/inst/crd/,Int J Technol Assess Health Care,1999,2016
10645649,http://www.iss.it,Ann Ist Super Sanita,1999,2016
10645958,http://www.zod.wau.nl/vf/research/chicken/frame_chicken.html,Genome Res,2000,2010
10645958,http://poultry.mph.msu.edu/,Genome Res,2000,2013
10654277,http://hsc.Virginia.EDU/medicine/basic-sci/biomed/ley/,Microcirculation,1999,#N/A
10654277,http://www.bme.jhu.edu/news/microphys,Microcirculation,1999,2003
10666443,http://genome.imb-jena.de/methtools/,Nucleic Acids Res,2000,2015
10668239,http://gene.dbbm.fiocruz.br,Medicina (B Aires),1999,2007
10673812,http://www.uwindsor.ca/breast.study/quest.htm,Comput Nurs,2000,2004
10674190,http://www.fda.gov/oashi/aids/pitabv,Child Adolesc Psychiatr Clin N Am,2000,#N/A
10674190,http://www.hopkins-aids.edu/geneva/hilites_f,Child Adolesc Psychiatr Clin N Am,2000,#N/A
10674190,http://www.tthhivclinic.com/interactions.htm,Child Adolesc Psychiatr Clin N Am,2000,2001
10674190,http://www.accp.com/p450.html,Child Adolesc Psychiatr Clin N Am,2000,2016
10674190,http://www.dml.georgetown.edu/depts/ph,Child Adolesc Psychiatr Clin N Am,2000,#N/A
10674190,http://www.mhc.com/Cytochromes/,Child Adolesc Psychiatr Clin N Am,2000,2016
10674392,http://www.hsc.usc.educmchuong,J Investig Dermatol Symp Proc,1999,#N/A
10674600,http://www.sisporto.med.up.pt,Obstet Gynecol,2000,2015
10677292,http://engelman.csb.yale.edu/tmstat,J Mol Biol,2000,2007
10677292,http://bioinfo.mbb.yale.edu/tmstat,J Mol Biol,2000,2016
10677432,http://www.canr.msu.edu/lgc,Plant Physiol,2000,2014
10679490,http://www.circresaha.org,Circ Res,2000,2016
10684697,http://www.endometrium.org,Gynecol Oncol,2000,2016
10687647,http://www.hcfa.gov/medicare/hsqb/mds20/,Ostomy Wound Manage,1999,2009
10698658,http://www.emsl.pnl.gov:2080/docs/collab,J Magn Reson,2000,2004
10703043,http://www.cocomac.org,Philos Trans R Soc Lond B Biol Sci,2000,2016
10704282,http://www.biochem.kth.se/exproview/,Genomics,2000,2002
10704290,http://www.nottingham.ac.uk/pdzmgh/tm/livemap19q,Genomics,2000,#N/A
10704319,http://bioinfo.mbb.yale.edu/alignCopyright,J Mol Biol,2000,#N/A
10706641,http://www.doe-mbi.ucla.edu/people/parag/PA_HOME/,Proc Natl Acad Sci U S A,2000,2005
10707029,http://engpub1.bu.edu/-josephs,Proteins,2000,#N/A
10707376,http://www.fda.gov/cdrh/comps/swareval.html,Qual Assur,1999,#N/A
10707377,http://www.ksglp.or.kr,Qual Assur,1999,2002
10710722,http://www.ncbi.nlm.nih.gov/COG,Genetica,1999,#N/A
10712614,http://www.csm.biol.tsukuba.ac.jp/cDNAproject.html,Eur J Biochem,2000,2007
10713681,http://histology.nih.gov,Oncogene,2000,2004
10714210,http://amba.charite.de/cgh/,Verh Dtsch Ges Pathol,1999,2015
10716711,http://www.pnas.org,Proc Natl Acad Sci U S A,2000,2016
10718197,http://www.kazusa.or.jp/kaos/,DNA Res,2000,2015
10719641,http://www.univ-tln.fr/,Comput Chem,2000,2016
10720578,http://pbil.univ-lyon1.fr/databases/hobacgen.html,Genome Res,2000,2013
10721161,http://www.dgn.de,Z Arztl Fortbild Qualitatssich,2000,2016
10730897,http://www.natur.cuni.cz/flegr/programs/freetree,Folia Biol (Praha),1999,2005
10731414,http://genomatix.gsf.de/cgi-bin/promoterinspector/promoterinspector.pl,J Mol Biol,2000,2002
10736776,http://www.cs.unc.edu/Research/nano/doc/biovisit.html,J Mol Graph Model,1999,2001
10738523,http://www.gene.ucl.ac.uk/chr9/,Ann Hum Genet,1999,2006
10738584,http://www.wiley.co.uk/genmed,J Gene Med,1999,2008
10741080,http://www.wramc.amedd.army.mil/departments/medicine/nephro/NEPHROLOGY/index.htm!,Mil Med,2000,2011
10743554,http://dixie.biology.gatech.edu/GeneMark/fbf.cgi,Bioinformatics,1999,2002
10743555,http://sphinx.rug.ac.be:8080/biocomp/napav/,Bioinformatics,1999,2001
10743556,http://www.mcs.kent.edu/̴rvind/intellibio,Bioinformatics,1999,#N/A
10743557,http://www.crm.umontreal.ca/viart/exemplar_di,Bioinformatics,1999,#N/A
10745114,http://www.math.usf.edu/,Biosystems,2000,2016
10745995,http://imgt.cines.fr:8104,Bioinformatics,1999,2007
10747530,http://www.g7sp4.org,Stud Health Technol Inform,1999,2001
10751377,http://www.spmed.uq.edu.au/CHPCPR/qu,Health Educ Res,2000,#N/A
10751684,http://sphinx.rug.ac.be:8080,J Biotechnol,2000,2003
10751720,http://mailbox.univie.ac.at/christoph.helma/comet/,Mutat Res,2000,2005
10756193,http://jsl1.chem.wayne.edu/Hyther/hythermenu.html,Nucleic Acids Res,2000,2003
10756193,http://mfold2.wustl.edu/mfold/dna/for,Nucleic Acids Res,2000,#N/A
10761259,http://www.ranzcr.edu.au,Australas Radiol,2000,2016
10767712,http://amba.charite.de/telemic/,J Pathol,2000,2009
10768780,http://www.ssi.dk/publichealth/tbimmun,Electrophoresis,2000,2003
10770086,http://www.sensorium.org,Turk J Pediatr,1999,2016
10775657,http://www.biochem.ucl.ac.uk/bsm/dhs,Protein Eng,2000,#N/A
10779484,http://arep.med.harvard.edu/ExpressDB,Genome Res,2000,2015
10779491,http://genomic.sanger.ac.uk/gf,Genome Res,2000,#N/A
10779500,http://bio.cse.psu.edu,Genome Res,2000,2015
10780262,http://www.gene.ucl.ac.uk/nomenclature/guidelines.html,Pharmacogenetics,1999,2007
10780262,http://www.uchsc.edu/sp./sp./alcdbase/aldhcov.html,Pharmacogenetics,1999,#N/A
10786291,http://www.cbs.dtu.dk/services/distanceP/,Proc Int Conf Intell Syst Mol Biol,1999,2015
10786388,http://www.emedicine.com,Ear Nose Throat J,2000,2016
10789897,http://www.notingham.ac.uk/environmentalmodelling/,Radiat Environ Biophys,2000,#N/A
10790417,http://www.agron.missouri.edu/,Genetics,2000,2016
10791153,http://www.ncbi.nlm.nih.gov/PubMed/clin,Dermatol Clin,2000,#N/A
10794680,http://www.fhs.mcmaster.ca/huizinga/,Am J Physiol Cell Physiol,2000,2011
10795339,http://www.musc.edu/voiteo/,Risk Anal,2000,#N/A
10796656,http://www.controlled-trials.com/,Cochrane Database Syst Rev,2000,2016
10798273,http://echo.ma.uni-heidelberg.de,Z Kardiol,2000,2004
10802200,http://www.nr.no/familias,Forensic Sci Int,2000,2010
10802914,http://www.nlm.nih.gov/pubs/factsheets/nlm,Arch Esp Urol,2000,#N/A
10802963,http://mayday.coh.org,J Palliat Care,2000,2016
10805230,http://www.usda.gov/nass/pubs/hisdata.htm,Sci Total Environ,2000,#N/A
10806944,http://www.clinorthodres.com/cor99-c-056,Clin Orthod Res,1999,2005
10819328,http://www.kazusa.or.jp/en/plant/lotus/EST/,DNA Res,2000,2013
10827468,http://www.onjoph.com/deutsch/live.html,Ophthalmologe,2000,2010
10827686,http://www.nursingmanagement.com,Nurs Manage,2000,2016
10829215,http://www.worldortho.com,Instr Course Lect,2000,2016
10829370,http://nww.doh.nhsweb.uk/commsnet,J Audiov Media Med,2000,#N/A
10833162,http://omie.med.jhmi.edu/bayes,J Am Med Inform Assoc,2000,2004
10835103,http://www.fccc.edu/research/labs/feng/linker.html,Protein Eng,2000,2004
10835412,http://www.stats.ox.ac.uk/,Genetics,2000,2016
10835627,http://www.univie.ac.at/GeneEMAC,Nat Genet,2000,2008
10835646,http://www.tigr.org/tdb/tgi.html,Nat Genet,2000,2010
